Date,EUNL,EUNA,4GLD,LYMS,SEMI,EIMI,BTC-EUR,LITE,BYDDY,SEDG,S92,TSLA,PLTR,MSTR,RIVN,KO,RHHBY,IUSA,XEON,EXSA,IBCL,IBCI,IQQ6,EXXY
2006-09-01,,,,5.67,,,,,,,,,,7.147540454,,17.582166434784103,16.37472529902515,10.2,,34.23,,,,
2006-09-08,,,,5.67,,,,,,,,,,7.135212316,,17.541134642229434,16.50866739293577,10.21,,33.53,,,,
2006-09-15,,,,5.85,,,,,,,,,,7.565289495,,17.593740473712202,16.55817685698076,10.45,,33.96,,,,
2006-09-22,,,,5.85,,,,,,,,,,7.4986367540000005,,17.16084982174734,16.37472529902515,10.25,,34.23,,,,
2006-09-29,,,,5.29,,,,,,,,,,8.043439687,,17.646164364740226,16.57777916279595,10.54,,34.6,,,,
2006-10-06,,,,5.42,,,,,,,,,,8.27463756,,17.672187369782005,16.57255328041053,10.66,,35.13,,,,
2006-10-13,,,,5.57,,,,,,,,,,8.765739813000001,,17.537897964139695,16.723096470573623,10.9,,35.87,,,,
2006-10-20,,,,5.47,,,,,,,,,,8.778732963,,18.525177926742593,16.63297623377447,10.8,,35.95,,,,
2006-10-27,,,,5.46,,,,,,,,,,9.476464683,,18.477535977666527,16.547725092209923,10.86,,35.87,,,,
2006-11-03,,,,5.34,,,,,,,,,,9.318964809,,18.221047291599913,16.44786666494156,10.77,,36.12,,,,
2006-11-10,,,,5.42,,,,,,,,,,9.718592226,,18.06207444926394,16.31488999508608,10.72,,36.34,,,,
2006-11-17,,,,5.64,,,,,,,,,,9.77688876,,18.49855543520246,16.429838420085837,10.9,,36.57,,,,
2006-11-24,,,,5.61,,,,,,,,,,9.631443228,,17.938569615576537,17.42428530931877,10.72,,36.09,,,,
2006-12-01,,,,5.3,,,,,,,,,,8.989732454,,17.581592758350258,16.866113905602184,10.43,,35.59,,,,
2006-12-08,,,,5.33,,,,,,,,,,8.75263718,,18.42050578512553,16.8537061302457,10.6,,36.0,,,,
2006-12-15,,,,5.53,,,,,,,,,,8.628868781000001,,18.667061841366582,17.072309666298004,10.93,,37.75,,,,
2006-12-22,,,,5.34,,,,,,,,,,8.702241800000001,,18.336912481192826,16.998918238126333,10.77,,37.24,,,,
2006-12-29,,,,5.35,,,,,,,,,,8.656790701,,18.31818240937897,16.979851994286502,10.82,,37.3,,,,
2007-01-05,,,,5.34,,,,,,,,,,8.832158352,,18.44241205487796,17.7220034054415,10.83,,37.54,,,,
2007-01-12,,,,5.69,,,,,,,,,,9.47491284,,18.828101183867556,17.945774498936306,11.06,,37.82,,,,
2007-01-19,,,,5.55,,,,,,,,,,9.404228664,,18.621746663106034,18.56959057590632,11.05,,38.1,,,,
2007-01-26,,,,5.52,,,,,,,,,,9.762037595999999,,18.537375942230252,18.07998285508633,11.0,,37.74,,,,
2007-02-02,,,,5.53,,,,,,,,,,9.456219288000002,,18.525388182268102,18.260347103563497,11.15,,38.59,,,,
2007-02-09,,,,5.58,,,,,,,,,,9.596373794,,18.35939584738764,17.38485739790694,11.16,,38.77,,,,
2007-02-16,,,,5.56,,,,,,,,,,9.63487792,,18.244571155395345,17.750949364612037,11.09,,38.68,,,,
2007-02-23,,,,5.62,,,,,,,,,,9.741895485,,18.006752955993658,17.23579079379871,11.02,,38.79,,,,
2007-03-02,,,,5.32,,,,,,,,,,9.377038814999999,,17.431474793146123,16.865434493767125,10.63,,36.69,,,,
2007-03-09,,,,5.35,,,,,,,,,,9.416188629,,18.080617285609815,16.565923134399466,10.7,,37.32,,,,
2007-03-16,,,,5.23,,,,,,,,,,9.198498533,,17.71486502145033,16.519682694655074,10.48,,36.74,,,,
2007-03-23,,,,5.31,,,,,,,,,,9.663084568,,18.027347957468706,16.89237291740244,10.8,,38.4,,,,
2007-03-30,,,,5.42,,,,,,,,,,9.490157456999999,,18.0207570409954,16.612827615993957,10.69,,38.26,,,21.02,
2007-04-05,,,,5.38,,,,,,,,,,9.27988775,,18.514955276192147,17.0305589571595,10.72,,38.76,,,21.57,
2007-04-13,,,,5.37,,,,,,,,,,8.547146774,,18.43043172493438,17.09834125332084,10.69,,39.16,,,20.96,
2007-04-20,,,,5.45,,,,,,,,,,8.607233670000001,,19.142341494278313,17.868940636633752,10.9,,39.94,,,21.2,
2007-04-27,,,,5.48,,,,,,,,,,8.49520343,,19.079438997060105,17.48148434083797,10.9,,39.45,,,20.95,
2007-05-04,,,,5.55,,,,,,,,,,8.603350803,,19.61881548017515,17.85449793826885,11.11,,40.28,,,20.77,
2007-05-11,,,,5.57,,,,,,,,,,7.691683230000001,,19.53512977601149,17.379123616018603,11.13,,40.03,,,20.99,
2007-05-18,,,,5.54,,,,,,,,,,7.704237914999999,,19.525910377968575,17.233049258981858,11.26,,40.53,152.17,,20.99,
2007-05-25,,,,5.63,,,,,,,,,,7.6631176000000005,,19.302920685629186,17.279197288816693,11.28,,40.73,152.17,,20.16,
2007-06-01,,,,5.75,,,,,,,,,,7.737420523999999,,19.64875070999512,17.201900426967278,11.47,,41.22,152.17,,21.07,
2007-06-08,,,,5.66,,,,,,,,,,7.378832,,19.35356357220578,16.621083732913682,11.2,,40.13,147.47,,20.32,
2007-06-15,,,,5.8,,,,,,,,,,7.211956578000001,,19.37063372487084,16.636605067722922,11.48,,40.22,145.96,,20.57,
2007-06-22,,,,5.79,,,,,,,,,,7.103635616,,19.202481514591994,15.865613872293473,11.25,,39.69,146.17,,19.95,
2007-06-29,,,,5.69,,,,,,,,,,6.996663234,,19.36693663563035,16.466096559599926,11.21,,39.91,146.17,,19.67,
2007-07-06,,,,5.83,,,,,,,,,,7.102084560000001,,19.343961348206026,16.521377205496652,11.2,129.86,40.04,146.17,,19.73,
2007-07-13,,,,5.88,,,,,,,,,,6.9656063999999995,,19.267931278176825,16.280275066463773,11.2,129.96,40.62,147.23,,19.53,
2007-07-20,,,,5.94,,,,,,,,,,6.62464512,,19.274838575440892,16.527183824813704,11.17,130.06,39.81,149.69,,19.76,
2007-07-27,,,,5.85,,,,,,,,,,5.425975628999999,,19.148826440486754,15.85962702815281,10.81,130.16,37.98,151.36,,18.36,
2007-08-03,,,,5.68,,,,,,,,,,5.062072204,,19.453828702807975,15.96500941251487,10.62,130.27,37.46,152.66,,18.05,
2007-08-10,,,,5.76,,,,,,,,,,5.13845608799,,20.139251825951302,15.970686169459016,10.58,130.37,37.09,152.13,,18.83,
2007-08-17,,,,5.45,,,,,,,,,,5.206627364999999,,20.235658001908448,15.813117598671676,10.6,130.47,36.09,152.03,,18.39,
2007-08-24,,,,5.74,,,,,,,,,,5.5857508199999995,,19.831117565801986,16.1219080214579,10.78,130.56,37.72,152.05,,18.88,
2007-08-31,,,,5.84,,,,,,,,,,5.052172764,,19.620633329718675,15.961318753626925,10.75,130.66,38.3,152.7,,18.45,32.71
2007-09-07,,,,5.69,,,,,,,,,,5.08469496,,19.929221111001524,16.19083865399536,10.53,130.76,37.4,152.64,,19.15,32.4
2007-09-14,,,,5.74,,,,,,,,,,4.971863390999999,,20.34637905364412,15.719687652611745,10.67,130.86,37.53,154.5,,18.76,33.66
2007-09-21,,,,5.81,,,,,,,,,,5.14627062,,20.12602565289387,16.042041574623347,10.86,130.94,38.04,154.5,,19.42,34.14
2007-09-28,,,,5.93,,,,,,,,,,5.5955963120000005,,20.265926632561722,15.921409517686168,10.71,131.04,38.02,154.5,,19.55,34.0
2007-10-05,,,,6.05,,,,,,,,,,5.721564431999999,,20.539816827121584,15.916799422198078,10.98,131.14,39.08,152.14,,19.88,33.91
2007-10-12,,,,6.18,,,,,,,,,,5.605729815000001,,20.390937265012706,16.192746802127854,10.99,131.24,39.34,152.14,,20.22,34.34
2007-10-19,,,,6.13,,,,,,,,,,5.929451135999999,,20.562760834467728,15.178806144473505,10.65,131.33,38.63,152.14,,19.17,33.99
2007-10-26,,,,6.13,,,,,,,,,,5.980256634,,21.40230883783006,14.981911687174486,10.6,131.42,38.92,154.63,,19.11,34.03
2007-11-02,,,,6.08,,,,,,,,,,6.93832013,,20.89581925191237,14.607338953769535,10.38,131.53,38.33,150.28,,18.8,34.28
2007-11-09,,,,5.7,,,,,,,,,,6.8718954,,20.714491673703073,14.429944627385698,9.9,131.63,37.15,151.21,,17.66,33.93
2007-11-16,,,,5.57,,,,,,,,,,7.323046763000001,,21.370599983577097,15.203719545090712,9.95,131.73,36.72,151.33,,17.6,33.52
2007-11-23,,,,5.47,,,,,,,,,,7.2125054650000004,,21.034557323673653,16.392041832077425,9.65,131.82,36.06,150.73,,16.88,33.32
2007-11-30,,,,5.75,,,,,,,,,,6.832194184999999,,21.03521662532151,16.15742903669342,10.1,131.92,37.25,149.83,,17.8,32.7
2007-12-07,,,,5.8,,,,,,,,,,7.014126,,21.554411872995672,15.384983942686905,10.31,132.03,37.47,150.46,,18.16,32.86
2007-12-14,,,,5.78,,,,,,,,,,6.5641979479999994,,21.989842396308674,14.999287907668347,10.22,132.12,37.2,148.44,,17.61,33.89
2007-12-21,,,,5.83,,,,,,,,,,6.60083172,,21.929809161261886,14.690521872358254,10.27,135.99,36.89,148.88,,17.23,34.31
2007-12-28,,,,5.78,,,,,,,,,,6.464066571,,21.191872771867146,14.676350323727977,10.12,132.33,36.8,148.88,,17.2,34.23
2008-01-04,,,,5.45,,,,,,,,,,5.704489025,,20.99890060955343,14.531120778364405,9.6,132.4,35.44,151.09,,16.8,34.84
2008-01-11,,,19.45,5.25,,,,,,,,,,4.9229305619999995,,21.555621161018163,15.785541900660068,9.53,132.51,34.66,151.09,,15.81,34.8
2008-01-18,,,19.42,5.11,,,,,,,,,,4.843257038999999,,20.696508218755312,15.690992568195675,9.03,132.6,33.25,152.64,,15.6,35.06
2008-01-25,,,20.13,4.99,,,,,,,,,,4.8527725760000004,,19.860647044607823,15.01189038283428,9.21,132.7,32.83,151.12,,16.2,34.7
2008-02-01,,,19.74,4.95,,,,,,,,,,4.863995154,,19.900654049601144,15.55677678705292,9.31,132.81,33.21,151.39,,16.25,35.34
2008-02-08,,,20.35,4.88,,,,,,,,,,4.626883455000001,,20.412772144586704,15.029604852997094,9.24,132.92,31.9,151.39,,15.7,36.42
2008-02-15,,,19.84,4.85,,,,,,,,,,4.537273866,,20.021844302503492,15.077663868461643,9.14,133.02,32.111,152.46,,15.4,37.29
2008-02-22,,,20.51,4.91,,,,,,,,,,4.529900466,,19.618841865241095,15.271393478858107,9.01,133.11,32.24,150.57,,15.18,37.84
2008-02-29,,,20.58,4.69,,,,,,,,,,4.385836551999999,,19.27214714871395,16.18643745830282,8.85,133.22,32.31,150.97,,15.039,38.81
2008-03-07,,,20.5,4.5,,,,,,,,,,4.276450555,,19.08613257879001,15.242907581737306,8.55,133.31,31.39,151.09,,14.48,38.04
2008-03-14,,,20.61,4.44,,,,,,,,,,4.4161671039999995,,18.48535568221106,14.862457034084983,8.25,133.599,30.921,151.98,,14.22,37.5
2008-03-20,,,19.2,4.44,,,,,,,,,,4.7967300360000005,,19.78866809970399,15.03434291085995,8.49,133.52,29.95,153.3,,14.44,34.53
2008-03-28,,,18.94,4.58,,,,,,,,,,4.656244559999999,,19.289752052715563,14.940484577719277,8.43,133.62,31.0,150.87,,14.85,35.35
2008-04-04,,,18.54,4.74,,,,,,,,,,5.110033734000001,,19.161084266123908,15.06644331694322,8.71,133.72,32.34,150.87,,15.55,35.18
2008-04-11,,,18.71,4.62,,,,,,,,,,4.724939752,,19.0393884269579,14.03711846184542,8.49,133.819,31.32,151.38,,14.99,36.01
2008-04-18,,,18.68,4.84,,,,,,,,,,5.338406736,,19.046321874287322,13.205002551238843,8.83,133.91,32.49,150.1,,15.12,36.49
2008-04-25,,,18.36,4.85,,,,,,,,,,5.63349534,,19.02094889087021,13.64931876638572,8.84,134.0,32.72,148.75,,15.75,37.02
2008-05-02,,,17.88,5.17,,,,,,,,,,4.748995674,,19.00961540254334,13.334501774497708,9.22,134.12,33.49,148.75,,16.3,36.4
2008-05-09,,,18.19,5.11,,,,,,,,,,4.992235338,,18.162155944407154,12.905921668949873,9.01,134.21,33.22,148.75,,15.75,38.07
2008-05-16,,,18.67,5.19,,,,,,,,,,5.052913595,,18.41211209414638,13.77596726743459,9.1,134.31,33.7,146.11,,15.88,38.36
2008-05-23,,,18.88,4.98,,,,,,,,,,5.034300775,,18.62219508922683,13.5147815980575,8.74,134.42,32.82,146.11,,15.21,37.71
2008-05-30,,,18.34,5.259,,,,,,,,,,5.133475708,,18.46147178251575,13.984693563153764,8.98,134.51,32.99,146.11,,15.39,37.19
2008-06-06,,,18.29,5.19,,,,,,,,,,4.913124786999999,,17.88810180943754,14.17739338705808,8.74,134.62,32.029,146.11,,15.13,38.55
2008-06-13,,,18.12,5.04,,,,,,,,,,4.892413683,,18.068655470712514,13.83183042526121,8.81,134.72,31.499,142.95,,14.74,39.55
2008-06-20,,,18.63,5.069,,,,,,,,,,4.676489500000001,,17.187743408965048,13.196656084407547,8.48,134.82,29.95,144.0,,14.19,40.3
2008-06-27,,,18.9,4.73,,,,,,,,,,4.33705683,,16.459267058214685,13.636633128801176,8.15,134.92,29.18,143.72,,13.53,40.22
2008-07-04,,,19.07,4.62,,,,,,,51.0,,,3.9924475500000005,,16.204014000236388,13.959703212611869,8.0,135.01,28.49,142.72,,13.18,40.48
2008-07-11,,,19.4,4.621,,,,,,,52.0,,,4.112406144,,15.873093793135979,13.972189325391685,7.75,135.199,27.57,145.48,,12.759,40.08
2008-07-18,,,19.5,4.64,,,,,,,51.5,,,3.985204113,,15.816298596182333,13.925755145836906,7.96,135.23,28.35,145.48,,13.28,36.81
2008-07-25,,,18.91,4.71,,,,,,,51.8,,,3.9341535399999996,,16.543824329556728,14.41938951271601,8.04,135.34,28.76,145.48,,13.51,35.33
2008-08-01,,,18.8,4.77,,,,,,,54.74,,,3.888533376,,17.06053336101685,14.695957817038085,8.11,135.47,28.51,147.2,,13.68,35.54
2008-08-08,,,18.29,5.01,,,,,,,54.1,,,4.150856258,,18.37937670732771,14.511729547342645,8.57,135.57,29.459,147.57,,14.01,34.23
2008-08-15,,,17.14,5.36,,,,,,,61.6,,,4.476884202,,18.691072206377974,14.673425101590896,8.86,135.679,29.35,148.41,,14.27,34.55
2008-08-22,,,17.93,5.23,,,,,,,62.7,,,4.51107748,,18.358375419837188,14.097103328138113,8.73,135.79,28.95,148.41,,13.86,35.88
2008-08-29,,,18.27,5.14,,,,,,,59.97,,,4.354256896,,17.6688531214484,14.21782928498339,8.75,135.89,29.37,149.65,,14.32,35.63
2008-09-05,,,18.18,4.95,,,,,,,55.05,,,4.50972035,,18.224930981306787,14.432845749546367,8.569,136.01,27.7,150.54,,14.1,34.0
2008-09-12,,,17.15,4.99,,,,,,,54.8,,,4.594766441999999,,19.372999920784896,14.974032719885647,8.84,136.12,28.57,148.35,,14.66,33.8
2008-09-19,,,19.13,4.84,,,,,,,56.56,,,4.140913275,,18.516496480044225,14.382547298773558,8.59,136.224,27.829,148.6,,14.63,33.06
2008-09-26,,,19.75,4.51,,,,,,,55.11,,,4.241119540000001,,17.923539198009582,13.695339596345043,8.21,136.335,26.96,146.87,,13.62,33.33
2008-10-03,,,19.55,4.46,,,,,,,55.4,,,3.831864957,,19.00034373436978,14.131840519140757,8.339,136.439,26.38,152.06,,13.19,31.78
2008-10-10,,,21.36,3.64,,,,,,,40.98,,,3.0009563249999998,,15.280981443213156,12.013018930335484,6.48,136.546,21.0,149.95,,10.09,30.75
2008-10-17,,,18.61,3.86,,,,,,,47.0,,,3.08490021,,16.48765780917439,13.335559198462803,7.04,136.639,21.77,149.95,,10.77,27.82
2008-10-24,,,18.1,3.81,,,,,,,38.0,,,3.2208644710000005,,16.517193197995002,14.089779702805759,6.93,136.731,20.07,155.63,,9.68,27.29
2008-10-31,,,18.3,4.15,,,,,,,35.0,,,3.086147371,,17.268985652021527,14.854568311805691,7.58,136.821,22.45,148.9,,10.43,27.33
2008-11-07,,,18.52,3.99,,,,,2.2734351675742643,,36.6,,,2.94292953,,18.128773435971073,14.140394098269358,7.2,136.905,22.3,146.67,,9.85,27.7
2008-11-14,,,18.87,3.87,,,,,2.268240304759006,,31.2,,,2.8015792049999995,,17.759421437814424,14.47731008102904,6.98,136.988,21.07,147.84,,9.17,26.51
2008-11-21,,,20.27,3.37,,,,,1.7457509052770943,,23.57,,,2.66465695,,17.45759363342743,12.428573148631779,6.05,137.063,18.81,147.94,,7.5,25.59
2008-11-28,,,20.64,3.73,,,,,2.029800322362081,,36.0,,,2.803488208,,18.413652007995232,13.691349275250378,6.94,137.137,20.75,156.64,,8.94,25.96
2008-12-05,,,18.95,3.55,,,,,1.9739403700503186,,29.9,,,2.732729458,,18.152443590132144,13.45242200908895,6.49,137.211,19.22,163.36,,8.2,22.88
2008-12-12,,,19.88,3.62,,,,,1.8740581043278435,,28.24,,,2.4880053749999997,,16.705434878485374,13.427644670838578,6.43,137.279,20.15,155.11,,8.47,22.76
2008-12-19,,,19.4,3.54,,,,,2.008603288747169,,32.59,,,2.5781918399999997,,15.936192230843917,12.84969842397567,6.49,137.337,20.11,158.801,,9.0,21.89
2008-12-26,,,19.25,3.47,,,,,1.814824534929024,,36.85,,,2.499822531,,15.915790769852602,13.297029283672103,6.24,137.386,19.78,159.45,,8.93,21.52
2009-01-02,,,20.31,3.5,,,,,1.9652354154681098,,39.4,,,2.688592592,,16.55132891831366,13.720607296615496,6.5,137.441,20.93,159.77,,9.36,23.5
2009-01-09,,,20.46,3.66,,,,,2.0705384768092423,,34.17,,,2.7740408800000003,,16.29643473123233,14.030986135484724,6.62,137.499,21.04,155.35,,9.41,23.72
2009-01-16,,,20.31,3.62,,,,,2.229335604344744,,33.29,,,2.8447645,,16.518514886298426,14.201225358459478,6.39,137.557,19.78,152.99,,8.5,23.4
2009-01-23,,,22.31,3.61,,,,,2.325120671344016,,30.16,,,2.948807015,,16.49085171715723,14.4001612771637,6.331,137.593,18.44,149.75,,8.29,23.34
2009-01-30,,,23.17,3.76,,,,,2.4708650378285815,,30.29,,,3.0196642500000004,,16.666715656710736,13.697737519757794,6.49,137.626,19.36,152.37,,8.519,23.42
2009-02-06,,,22.86,3.94,,,,,2.604973889938007,,31.4,,,3.256485498,,17.017074382395684,12.191315206571959,6.71,137.65,20.35,152.42,,8.319,23.36
2009-02-13,,,23.44,3.89,,,,,2.8334447207179436,,30.15,,,3.162287695,,17.098232060240804,12.438600535202074,6.47,137.684,19.67,153.94,,7.99,22.9
2009-02-20,,,25.44,3.71,,,,,2.620913252551646,,31.0,,,3.138749536,,17.012192080192882,12.060209041865534,6.06,137.714,18.23,152.87,,7.15,22.13
2009-02-27,,,24.08,3.55,,,,,2.6231090307347005,,31.01,,,2.889117517,,16.153948200102164,11.092226237629227,5.81,137.745,17.62,154.19,,7.09,22.5
2009-03-06,,,23.86,3.4,,,,,2.528038870391922,,29.0,,,2.67024732,,15.444812302691236,10.941701803895736,5.34,137.771,16.4,151.67,,6.48,22.48
2009-03-13,,,23.26,3.62,,,,,2.5119389164882895,,30.45,,,2.593566871,,15.970584646804161,11.933360820234897,5.77,137.795,17.34,153.41,,7.17,22.5
2009-03-20,,,22.59,3.58,,,,,2.300287837923672,,29.4,,,2.55369452,,15.73552116928761,11.790548967072699,5.77,137.82,17.53,153.19,,6.9,22.52
2009-03-27,,,22.37,3.821,,,,,2.3505007368141393,,34.86,,,2.56863323,,16.96129549298219,12.373073837867919,6.17,137.836,18.0,154.58,,7.46,22.6
2009-04-03,,,21.57,3.9,,,,,2.435748616862104,,38.29,,,2.840223627,,16.748646176487487,12.625708170361966,6.16,137.86,18.92,155.42,,7.68,22.62
2009-04-09,,,21.5,4.06,,,,,2.4988006556378966,,37.9,,,2.913432603,,16.94797781469605,12.374751764079996,6.42,137.886,19.16,153.23,,7.91,23.17
2009-04-17,,,21.45,4.15,,,,,3.0823941201313114,,37.5,,,3.0624901860000002,,17.238516225866388,12.547871454135494,6.62,137.901,19.85,153.34,,8.83,23.59
2009-04-24,,,22.05,4.11,,,,,3.2496915777289765,,43.67,,,2.978387104,,16.169183293180684,11.487317098028795,6.49,137.922,19.81,153.63,,8.7,22.6
2009-05-01,,,21.48,4.29,,,,,3.5028181840112182,,47.43,,,2.925801664,,15.996280541028357,11.932217259408828,6.66,137.94,20.51,153.65,,8.569,22.53
2009-05-08,,,21.72,4.17,,,,,4.326495377046092,,49.0,,,3.263314899,,15.985143293191973,11.884553029977885,6.8,137.954,21.47,153.65,,8.9,24.08
2009-05-15,,,22.05,4.07,,,,,4.327550749570677,,51.8,,,3.3999093840000003,,16.62971148422268,11.928541866753855,6.57,137.956,20.81,149.8,,8.41,23.91
2009-05-22,,,21.99,4.07,,,,,4.568649467398107,,54.06,,,3.242913727000001,,16.92674935663774,11.89880372027208,6.39,137.975,21.29,149.8,,8.6,23.16
2009-05-29,,,22.26,4.03,,,,,5.319887522008308,,56.95,,,3.3196175999999995,,17.43512917727987,12.14356717208048,6.4,137.999,21.34,147.39,,8.97,23.9
2009-06-05,,,22.05,4.24,,,,,5.119784058025003,,58.5,,,3.4506602560000004,,17.43674054130731,11.550409343604386,6.75,138.012,21.65,147.18,,9.39,24.35
2009-06-12,,,21.64,4.26,,,,,4.986660936936842,,58.75,,,3.4847201599999997,,17.45577811888974,12.125121118755708,6.72,138.027,22.05,147.0,,9.11,25.05
2009-06-19,,,21.54,4.21,,,,,4.679862463210604,,52.29,,,3.7410276639999998,,17.517269442580865,12.083700348834817,6.62,138.051,21.24,148.42,,8.82,24.73
2009-06-26,,,21.5,4.24,,,,,5.05461276921999,,52.3,,,3.60385868,,17.07225903532395,12.067259926958842,6.48,138.067,20.71,148.64,,8.93,23.83
2009-07-03,,,21.43,4.16,,,,,4.94102509397739,,54.5,,,3.5112798020000002,,17.403406797993107,12.114742631258657,6.41,138.071,20.7,151.76,,8.72,23.62
2009-07-10,,,21.04,4.1,,,,,4.957667296609159,,51.2,,,3.673118538,,17.376498245738002,12.031522116143123,6.27,138.072,20.11,152.32,,8.51,22.11
2009-07-17,,,21.4,4.33,,,,,6.612237107421527,,50.48,,,3.828955585,,17.856675310890296,12.42016147188235,6.63,138.077,21.41,152.33,,9.07,23.0
2009-07-24,,,21.6,4.49,,,,,6.249840032437185,,52.86,,,4.147045100000001,,17.347343877869708,13.333813961872371,6.82,138.082,22.29,150.45,,9.42,23.37
2009-07-31,,,21.3,4.58,,,,,6.719467239242646,,56.11,,,4.308956888,,17.626308935113663,13.912876430166481,6.96,138.089,22.73,153.61,,9.72,23.82
2009-08-07,,,21.63,4.57,,,,,6.802701777346312,,59.5,,,4.418051732,,17.18329002783429,13.529988473581854,7.12,138.093,23.43,156.43,,10.42,24.91
2009-08-14,,,21.35,4.6,,,,,6.821025501034011,,55.21,,,4.317194574,,16.95470296650486,13.589623266659906,7.01,138.099,23.2,155.67,,10.34,24.44
2009-08-21,,,21.43,4.61,,,,,6.5422065300141545,,53.8,,,4.325891563,,17.414565860884018,13.932325769215991,7.14,138.104,23.85,158.38,,10.2,24.18
2009-08-28,,,21.4,4.62,,,,,6.805192413171101,,52.26,,,4.3010309300000005,,17.07746073332505,13.819282232557367,7.15,138.109,24.16,157.42,,10.56,24.08
2009-09-04,,,22.35,4.55,,,,,8.326302970350387,,51.58,,,4.568784624,,17.51161466844735,13.746330149859379,7.05,138.114,23.77,156.87,,10.29,23.09
2009-09-11,,,22.2,4.65,,,,,8.833516872328204,,62.0,,,4.561462940999999,,17.64770492359069,13.580931470381262,7.14,138.12,24.61,154.2,,10.75,23.5
2009-09-18,,,22.12,4.69,,,,,9.37320979812528,,69.24,,,4.5719156430000005,,18.27954776781573,13.92384953309306,7.24,138.125,24.94,157.54,,11.06,23.42
2009-09-25,,,21.71,4.64,,,,,9.759119059627594,,67.32,,,4.861620516,,18.05388967880696,13.69461956250549,7.12,138.136,24.28,155.45,,10.76,22.7
2009-10-02,,,22.1,4.57,,,,,8.850959239749825,,65.12,,,4.785720299999999,,18.528632810377708,13.727054415935271,7.0,138.138,23.8,155.45,,10.38,22.91
2009-10-09,,,22.92,4.66,,,,,10.1468673334831,,66.61,,,4.882033166,,18.52546725246573,13.63051627619956,7.22,138.142,24.6,160.15,,10.83,23.83
2009-10-16,,,22.8,4.72,,,,,11.433153183119034,,61.67,,,4.9579648800000005,,18.49825893446139,13.397006477520398,7.25,138.148,24.89,156.73,,10.9,24.23
2009-10-23,,,22.51,4.69,,,,,12.339075191579004,,65.0,,,5.03994703,,17.723081276985997,13.265656157637604,7.2,138.156,24.9,156.45,,10.84,24.65
2009-10-30,16.75,,22.62,4.63,,,,,9.96619762391721,,65.19,,,5.896624452000001,,18.01018879458118,13.479745937288437,7.07,138.164,24.07,155.69,,10.49,24.18
2009-11-06,16.78,,23.68,4.65,,,,,10.317116467490832,,67.34,,,5.804064482000001,,18.33203478400153,13.265385337441973,7.17,138.166,24.46,153.54,,10.55,23.81
2009-11-13,17.19,,24.09,4.805,,,,,10.761334758893836,,72.4,,,6.04653915,,18.98712200632345,13.37772531359237,7.35,138.173,25.2,154.53,,10.96,23.81
2009-11-20,17.29,,24.73,4.74,,,,,9.600613694741085,,85.59,,,6.038478432,,19.399318566565597,13.533599376190242,7.32,138.178,24.82,157.13,,10.78,24.71
2009-11-27,16.79,,25.28,4.74,,,,,9.27289041676141,,88.05,,,5.9056161099999995,,19.164811190438964,13.895971667955083,7.29,138.184,24.71,157.04,,10.57,24.14
2009-12-04,17.395,,25.15,4.825,,,,,10.784417204753112,,92.6,,,5.95964884,,19.076896890706376,13.744367108441347,7.41,138.19,25.39,157.44,,11.075,24.425
2009-12-11,17.455,,24.42,4.907,,,,,9.995240305796532,,92.79,,,5.9009326600000005,,20.02784803250919,13.807026848704513,7.535,138.197,24.98,157.0,,11.02,24.38
2009-12-18,17.65,,24.84,5.02,,,,,9.514985615584889,,91.81,,,6.151217224,,19.850785774960613,14.629989168183185,7.65,138.202,24.83,159.36,,11.18,25.33
2009-12-24,17.99,,24.54,5.17,,,,,9.960852144788559,,90.2,,,6.623142976,,19.94726737610627,15.002096436980224,7.8,138.209,25.4,156.4,,11.48,25.65
2009-12-31,18.01,,24.5,5.21,,,,,10.10455924938493,,93.25,,,6.526445309999999,,19.78346694670425,14.646681080240826,7.8,138.208,25.44,156.35,,11.6,26.17
2010-01-08,18.41,,25.28,5.27,,,,,9.983868582469327,,97.4,,,6.655928,,19.319755087705012,15.30514233588979,7.94,138.218,26.14,155.9,,11.66,26.55
2010-01-15,18.32,,25.3,5.205,,,,,9.484701386617662,,90.7,,,7.206766659,,19.580553584543548,15.639369777323791,7.89,138.222,25.84,156.59,,11.54,25.82
2010-01-22,18.12,,24.91,5.198,,,,,8.395219775370155,,86.43,,,6.863108264,,19.186471634576975,15.581905855813899,7.86,138.228,25.2,156.73,,11.41,25.74
2010-01-29,17.94,,24.93,5.078,,,,,8.665075550746849,,85.0,,,6.7105863,,19.422226668822002,15.018635223927255,7.81,138.233,24.87,157.99,,11.31,25.1
2010-02-05,17.63,,24.86,5.095,,,,,8.795296995307666,,79.3,,,5.779710591,,19.38870227503129,14.480329235074178,7.745,138.238,23.96,158.49,,11.27,25.12
2010-02-12,17.9,,25.69,5.19,,,,,9.26660460817167,,73.75,,,6.24815728,,19.886578594421017,15.288839294113053,7.84,138.243,24.35,158.77,,11.27,25.72
2010-02-19,18.62,,26.59,5.41,,,,,9.616077445136957,,82.58,,,6.3362701999999995,,20.608093507772,15.700143841224813,8.205,138.246,25.28,157.36,,11.8,26.63
2010-02-26,18.37,,26.29,5.333,,,,,9.51852767394353,,76.47,,,6.53058504,,19.425259751402873,15.368477701641003,8.06,138.253,24.8,160.08,,11.85,26.2
