# EUR/USD-Wochenkurse aus den offiziellen EZB-Referenzkursen (Euro foreign
# exchange reference rates, taeglich veroeffentlicht seit 1999). Wird NUR
# gelesen, von keinem Skript geschrieben - ueberlebt damit jeden Lauf von
# scripts/backfill_history.py, der price_history.csv komplett neu aufbaut.
#
# Zweck: Alpha Vantages FX_WEEKLY liefert USD/EUR erst ab 2014-11-21. Fuer
# alles davor bleiben die neun USD-Ticker und BTC-EUR sonst leer (#61) - der
# Backfill rechnet sie bewusst nicht mehr mit einem spaeteren Kurs um. Diese
# Datei schliesst genau diese Luecke, in TAEGLICHER Aufloesung, damit jeder
# Wochenschlusskurs mit dem Kurs SEINES Handelstags umgerechnet wird statt
# mit dem einer benachbarten Woche.
#
# Abdeckung: 2006-01-02 bis 2014-11-14 (2272 Handelstage), also bis einschliesslich
# ISO-KW 46/2014. Ab KW 47/2014 uebernimmt FX_WEEKLY - dort steht bewusst
# kein Eintrag, damit die API-Daten unangetastet bleiben.
#
# Spalten:
#   Date         ISO-Datum des EZB-Handelstags
#   EUR_pro_USD  Wie viele EUR ein USD kostet, also 1/(EUR/USD).
#                Die EZB veroeffentlicht USD je EUR - hier ist der Kehrwert
#                eingetragen, gerundet auf 6 Nachkommastellen.
#
# Quelle: European Central Bank, "Euro foreign exchange reference rates"
#   https://www.ecb.europa.eu/stats/eurofxref/eurofxref-hist.zip
# Erhoben am 2026-08-22 aus der in currencyconverter 0.18.21 (PyPI)
# gebuendelten Kopie dieser Datei, da der Direktabruf hier nicht moeglich war.
# Zur Kontrolle: 2008-07-15 = 1,5990 USD/EUR (historisches Hoch),
# 2011-05-04 = 1,4882, 2014-11-14 = 0.804117 EUR_pro_USD.
#
# Zeilen mit fuehrendem # werden uebersprungen.
Date,EUR_pro_USD
2009-02-09,0.768758
2009-02-10,0.771188
2009-02-11,0.772917
2009-02-12,0.779241
2009-02-13,0.779849
2009-02-16,0.783392
2009-02-17,0.791515
2009-02-18,0.793903
2009-02-19,0.787092
2009-02-20,0.794218
2009-02-23,0.781372
2009-02-24,0.783515
2009-02-25,0.781555
2009-02-26,0.782350
2009-02-27,0.790889
2009-03-02,0.793903
2009-03-03,0.792707
2009-03-04,0.796495
2009-03-05,0.796495
2009-03-06,0.790014
2009-03-09,0.795862
2009-03-10,0.782289
2009-03-11,0.782105
2009-03-12,0.782350
2009-03-13,0.774893
2009-03-16,0.766754
2009-03-17,0.772678
2009-03-18,0.761615
2009-03-19,0.731475
2009-03-20,0.738062
2009-03-23,0.737572
2009-03-24,0.740357
2009-03-25,0.741070
2009-03-26,0.734916
2009-03-27,0.752162
2009-03-30,0.757978
2009-03-31,0.751428
2009-04-01,0.754945
2009-04-02,0.746714
2009-04-03,0.744879
2009-04-06,0.740960
2009-04-07,0.754432
2009-04-08,0.755801
2009-04-09,0.753409
2009-04-14,0.753239
2009-04-15,0.759129
2009-04-16,0.757805
2009-04-17,0.765814
2009-04-20,0.771248
2009-04-21,0.773276
2009-04-22,0.772380
2009-04-23,0.766284
2009-04-24,0.755744
2009-04-27,0.761905
2009-04-28,0.769704
2009-04-29,0.753807
2009-04-30,0.753296
2009-05-04,0.756258
2009-05-05,0.746102
2009-05-06,0.750638
2009-05-07,0.748335
2009-05-08,0.744879
2009-05-11,0.736703
2009-05-12,0.730834
2009-05-13,0.734053
2009-05-14,0.737300
2009-05-15,0.739754
2009-05-18,0.741070
2009-05-19,0.734646
2009-05-20,0.730460
2009-05-21,0.726164
2009-05-22,0.715717
2009-05-25,0.713776
2009-05-26,0.719011
2009-05-27,0.719373
2009-05-28,0.721709
2009-05-29,0.709320
2009-06-01,0.703235
2009-06-02,0.702346
2009-06-03,0.703878
2009-06-04,0.709471
2009-06-05,0.705368
2009-06-08,0.721189
2009-06-09,0.716384
2009-06-10,0.709119
2009-06-11,0.715871
2009-06-12,0.714082
2009-06-15,0.722022
2009-06-16,0.719942
2009-06-17,0.722543
2009-06-18,0.718391
2009-06-19,0.717772
2009-06-22,0.721605
2009-06-23,0.715410
2009-06-24,0.712809
2009-06-25,0.717360
2009-06-26,0.709421
2009-06-29,0.711339
2009-06-30,0.707514
2009-07-01,0.709421
2009-07-02,0.711794
2009-07-03,0.713827
2009-07-06,0.719580
2009-07-07,0.713318
2009-07-08,0.719373
2009-07-09,0.714796
2009-07-10,0.719373
2009-07-13,0.715564
2009-07-14,0.714745
2009-07-15,0.709774
2009-07-16,0.707714
2009-07-17,0.709723
2009-07-20,0.703383
2009-07-21,0.703087
2009-07-22,0.704672
2009-07-23,0.702790
2009-07-24,0.702889
2009-07-27,0.700820
2009-07-28,0.702790
2009-07-29,0.709019
2009-07-30,0.711592
2009-07-31,0.707314
2009-08-03,0.699154
2009-08-04,0.695217
2009-08-05,0.693963
2009-08-06,0.695894
2009-08-07,0.696524
2009-08-10,0.704126
2009-08-11,0.705916
2009-08-12,0.705716
2009-08-13,0.699643
2009-08-14,0.699594
2009-08-17,0.710631
2009-08-18,0.709170
2009-08-19,0.708617
2009-08-20,0.702099
2009-08-21,0.697837
2009-08-24,0.698178
2009-08-25,0.698129
2009-08-26,0.700771
2009-08-27,0.700869
2009-08-28,0.696185
2009-08-31,0.700673
2009-09-01,0.698617
2009-09-02,0.703235
2009-09-03,0.697593
2009-09-04,0.701164
2009-09-07,0.697837
2009-09-08,0.690942
2009-09-09,0.688610
2009-09-10,0.687521
2009-09-11,0.685213
2009-09-14,0.686766
2009-09-15,0.684416
2009-09-16,0.681617
2009-09-17,0.679717
2009-09-18,0.680041
2009-09-21,0.682221
2009-09-22,0.676590
2009-09-23,0.676453
2009-09-24,0.677140
2009-09-25,0.681663
2009-09-28,0.682594
2009-09-29,0.687332
2009-09-30,0.682920
2009-10-01,0.687805
2009-10-02,0.687900
2009-10-05,0.684182
2009-10-06,0.679256
2009-10-07,0.680550
2009-10-08,0.677369
2009-10-09,0.677966
2009-10-12,0.677277
2009-10-13,0.672766
2009-10-14,0.671998
2009-10-15,0.672766
2009-10-16,0.672540
2009-10-19,0.670331
2009-10-20,0.667958
2009-10-21,0.670196
2009-10-22,0.666667
2009-10-23,0.665779
2009-10-26,0.665823
2009-10-27,0.672314
2009-10-28,0.676361
2009-10-29,0.676224
2009-10-30,0.675676
2009-11-02,0.676956
2009-11-03,0.682221
2009-11-04,0.677461
2009-11-05,0.672631
2009-11-06,0.672857
2009-11-09,0.667379
2009-11-10,0.668181
2009-11-11,0.665026
2009-11-12,0.670151
2009-11-13,0.672585
2009-11-16,0.668226
2009-11-17,0.672269
2009-11-18,0.668583
2009-11-19,0.672812
2009-11-20,0.674992
2009-11-23,0.668092
2009-11-24,0.668047
2009-11-25,0.662998
2009-11-26,0.663526
2009-11-27,0.670331
2009-11-30,0.665646
2009-12-01,0.663394
2009-12-02,0.662691
2009-12-03,0.661376
2009-12-04,0.663658
2009-12-07,0.676270
2009-12-08,0.676865
2009-12-09,0.677140
2009-12-10,0.678887
2009-12-11,0.677645
2009-12-14,0.682734
2009-12-15,0.687711
2009-12-16,0.686813
2009-12-17,0.697204
2009-12-18,0.697496
2009-12-21,0.695991
2009-12-22,0.700329
2009-12-23,0.700476
2009-12-24,0.694541
2009-12-28,0.694203
2009-12-29,0.692857
2009-12-30,0.697447
2009-12-31,0.694155
2010-01-04,0.694975
2010-01-05,0.692425
2010-01-06,0.696864
2010-01-07,0.699105
2010-01-08,0.700624
2010-01-11,0.688326
2010-01-12,0.690560
2010-01-13,0.686672
2010-01-14,0.690322
2010-01-15,0.695701
2010-01-18,0.695943
2010-01-19,0.700329
2010-01-20,0.707614
2010-01-21,0.711035
2010-01-22,0.707464
2010-01-25,0.706664
2010-01-26,0.709975
2010-01-27,0.710631
2010-01-28,0.714337
2010-01-29,0.716025
2010-02-01,0.718752
2010-02-02,0.717515
2010-02-03,0.715103
2010-02-04,0.722178
2010-02-05,0.730407
2010-02-08,0.731261
2010-02-09,0.726744
2010-02-10,0.727802
2010-02-11,0.728969
2010-02-12,0.736811
2010-02-15,0.734916
2010-02-16,0.732654
2010-02-17,0.728544
2010-02-18,0.737083
2010-02-19,0.739700
2010-02-22,0.733891
2010-02-23,0.736540
2010-02-24,0.738171
2010-02-25,0.741345
2010-02-26,0.736920
2010-03-01,0.739372
2010-03-02,0.738116
2010-03-03,0.733084
2010-03-04,0.731636
2010-03-05,0.736269
2010-03-08,0.731957
2010-03-09,0.737626
2010-03-10,0.734754
2010-03-11,0.732225
2010-03-12,0.726480
2010-03-15,0.729661
2010-03-16,0.728704
2010-03-17,0.726956
2010-03-18,0.732064
2010-03-19,0.738116
2010-03-22,0.742335
2010-03-23,0.739700
2010-03-24,0.749738
2010-03-25,0.748727
2010-03-26,0.748895
2010-03-29,0.742335
2010-03-30,0.741730
2010-03-31,0.741895
2010-04-01,0.742501
2010-04-06,0.746491
2010-04-07,0.749625
2010-04-08,0.752106
2010-04-09,0.747161
2010-04-12,0.736106
2010-04-13,0.736214
2010-04-14,0.734484
2010-04-15,0.738334
2010-04-16,0.738825
2010-04-19,0.744491
2010-04-20,0.741510
2010-04-21,0.747775
2010-04-22,0.749681
2010-04-23,0.751258
2010-04-26,0.750694
2010-04-27,0.752445
2010-04-28,0.755002
2010-04-29,0.754375
2010-04-30,0.751033
2010-05-03,0.755401
2010-05-04,0.764000
2010-05-05,0.773754
2010-05-06,0.785731
2010-05-07,0.784560
2010-05-10,0.771069
2010-05-11,0.787526
2010-05-12,0.788271
2010-05-13,0.794470
2010-05-14,0.800512
2010-05-17,0.809782
2010-05-18,0.804635
2010-05-19,0.814996
2010-05-20,0.810767
2010-05-21,0.800192
2010-05-24,0.809061
2010-05-25,0.818130
2010-05-26,0.812414
2010-05-27,0.815993
2010-05-28,0.807494
2010-05-31,0.812546
2010-06-01,0.822707
2010-06-02,0.818465
2010-06-03,0.815129
2010-06-04,0.829187
2010-06-07,0.836190
2010-06-08,0.837381
2010-06-09,0.832639
2010-06-10,0.830220
2010-06-11,0.824606
2010-06-14,0.816393
2010-06-15,0.815794
2010-06-16,0.814531
2010-06-17,0.808865
2010-06-18,0.808277
2010-06-21,0.807037
2010-06-22,0.815794
2010-06-23,0.814930
2010-06-24,0.815528
2010-06-25,0.813405
2010-06-28,0.810438
2010-06-29,0.819807
2010-06-30,0.814930
2010-07-01,0.811162
2010-07-02,0.796940
2010-07-05,0.798021
2010-07-06,0.794976
2010-07-07,0.795735
2010-07-08,0.789889
2010-07-09,0.791327
2010-07-12,0.795418
2010-07-13,0.795608
2010-07-14,0.787216
2010-07-15,0.779545
2010-07-16,0.769231
2010-07-19,0.771784
2010-07-20,0.778574
2010-07-21,0.780214
2010-07-22,0.778210
2010-07-23,0.775374
2010-07-26,0.773335
2010-07-27,0.767283
2010-07-28,0.769704
2010-07-29,0.765169
2010-07-30,0.767578
2010-08-02,0.764935
2010-08-03,0.756372
2010-08-04,0.757232
2010-08-05,0.758495
2010-08-06,0.758956
2010-08-09,0.754546
2010-08-10,0.761441
2010-08-11,0.768285
2010-08-12,0.781861
2010-08-13,0.781311
2010-08-16,0.780031
2010-08-17,0.777605
2010-08-18,0.776398
2010-08-19,0.779059
2010-08-20,0.786720
2010-08-23,0.787154
2010-08-24,0.792959
2010-08-25,0.792833
2010-08-26,0.787836
2010-08-27,0.786596
2010-08-30,0.787402
2010-08-31,0.788644
2010-09-01,0.781250
2010-09-02,0.780153
2010-09-03,0.779180
2010-09-06,0.776759
2010-09-07,0.784683
2010-09-08,0.787588
2010-09-09,0.786473
2010-09-10,0.785855
2010-09-13,0.781189
2010-09-14,0.778210
2010-09-15,0.769882
2010-09-16,0.764643
2010-09-17,0.765697
2010-09-20,0.764877
2010-09-21,0.762195
2010-09-22,0.748279
2010-09-23,0.750582
2010-09-24,0.745601
2010-09-27,0.742005
2010-09-28,0.742942
2010-09-29,0.734700
2010-09-30,0.732708
2010-10-01,0.728544
2010-10-04,0.729661
2010-10-05,0.725689
2010-10-06,0.721709
2010-10-07,0.715820
2010-10-08,0.720773
2010-10-11,0.717566
2010-10-12,0.722909
2010-10-13,0.716435
2010-10-14,0.709170
2010-10-15,0.709774
2010-10-18,0.719632
2010-10-19,0.721553
2010-10-20,0.721449
2010-10-21,0.713470
2010-10-22,0.717669
2010-10-25,0.712708
2010-10-26,0.718804
2010-10-27,0.724480
2010-10-28,0.721657
2010-10-29,0.721657
2010-11-01,0.718081
2010-11-02,0.713369
2010-11-03,0.713572
2010-11-04,0.702050
2010-11-05,0.710026
2010-11-08,0.718546
2010-11-09,0.717103
2010-11-10,0.726216
2010-11-11,0.729927
2010-11-12,0.729341
2010-11-15,0.733891
2010-11-16,0.734646
2010-11-17,0.741785
2010-11-18,0.732762
2010-11-19,0.731315
2010-11-22,0.732762
2010-11-23,0.740960
2010-11-24,0.749681
2010-11-25,0.750694
2010-11-26,0.756144
2010-11-29,0.760688
2010-11-30,0.769349
2010-12-01,0.762486
2010-12-02,0.760167
2010-12-03,0.754945
2010-12-06,0.753012
2010-12-07,0.748335
2010-12-08,0.757576
2010-12-09,0.756773
2010-12-10,0.755059
2010-12-13,0.753750
2010-12-14,0.744325
2010-12-15,0.748503
2010-12-16,0.755401
2010-12-17,0.754148
2010-12-20,0.760630
2010-12-21,0.760167
2010-12-22,0.762660
2010-12-23,0.765462
2010-12-24,0.763417
2010-12-27,0.761267
2010-12-28,0.757863
2010-12-29,0.761267
2010-12-30,0.753012
2010-12-31,0.748391
2011-01-03,0.749176
2011-01-04,0.745101
2011-01-05,0.756830
2011-01-06,0.763884
2011-01-07,0.771545
2011-01-10,0.775014
2011-01-11,0.772320
2011-01-12,0.770832
2011-01-13,0.757633
2011-01-14,0.749120
2011-01-17,0.751258
2011-01-18,0.747887
2011-01-19,0.740412
2011-01-20,0.742280
2011-01-21,0.739590
2011-01-24,0.736865
2011-01-25,0.735510
2011-01-26,0.730941
2011-01-27,0.729076
2011-01-28,0.729395
2011-01-31,0.730353
2011-02-01,0.727008
2011-02-02,0.724480
2011-02-03,0.727537
2011-02-04,0.733622
2011-02-07,0.737844
2011-02-08,0.733407
2011-02-09,0.732762
2011-02-10,0.735078
2011-02-11,0.739426
2011-02-14,0.744048
2011-02-15,0.740192
2011-02-16,0.740192
2011-02-17,0.737463
2011-02-18,0.733837
2011-02-21,0.731636
2011-02-22,0.731689
2011-02-23,0.728279
2011-02-24,0.726058
2011-02-25,0.726639
2011-02-28,0.722857
2011-03-01,0.723327
2011-03-02,0.724165
2011-03-03,0.722022
2011-03-04,0.716486
2011-03-07,0.712860
2011-03-08,0.719528
2011-03-09,0.717978
2011-03-10,0.723746
2011-03-11,0.726058
2011-03-14,0.716949
2011-03-15,0.720254
2011-03-16,0.716794
2011-03-17,0.714082
2011-03-18,0.707714
2011-03-21,0.704523
2011-03-22,0.703680
2011-03-23,0.707414
2011-03-24,0.707814
2011-03-25,0.708466
2011-03-28,0.712657
2011-03-29,0.710934
2011-03-30,0.709723
2011-03-31,0.703878
2011-04-01,0.707164
2011-04-04,0.702247
2011-04-05,0.705916
2011-04-06,0.699301
2011-04-07,0.700133
2011-04-08,0.694396
2011-04-11,0.692809
2011-04-12,0.691085
2011-04-13,0.689988
2011-04-14,0.694396
2011-04-15,0.692042
2011-04-18,0.700525
2011-04-19,0.699203
2011-04-20,0.688942
2011-04-21,0.685683
2011-04-26,0.684135
2011-04-27,0.681756
2011-04-28,0.675950
2011-04-29,0.672948
2011-05-02,0.673991
2011-05-03,0.676590
2011-05-04,0.671953
2011-05-05,0.675037
2011-05-06,0.689608
2011-05-09,0.694589
2011-05-10,0.696476
2011-05-11,0.696524
2011-05-12,0.706564
2011-05-13,0.700280
2011-05-16,0.707064
2011-05-17,0.705667
2011-05-18,0.702889
2011-05-19,0.701016
2011-05-20,0.702395
2011-05-23,0.713267
2011-05-24,0.709774
2011-05-25,0.710783
2011-05-26,0.705816
2011-05-27,0.701016
2011-05-30,0.700673
2011-05-31,0.695169
2011-06-01,0.694059
2011-06-02,0.691563
2011-06-03,0.690226
2011-06-06,0.685119
2011-06-07,0.682501
2011-06-08,0.684556
2011-06-09,0.684275
2011-06-10,0.690322
2011-06-13,0.696670
2011-06-14,0.692137
2011-06-15,0.699692
2011-06-16,0.709824
2011-06-17,0.700771
2011-06-20,0.702494
2011-06-21,0.695749
2011-06-22,0.694589
2011-06-23,0.703631
2011-06-24,0.703235
2011-06-27,0.703977
2011-06-28,0.701213
2011-06-29,0.693241
2011-06-30,0.691898
2011-07-01,0.690226
2011-07-04,0.689655
2011-07-05,0.691515
2011-07-06,0.698422
2011-07-07,0.701902
2011-07-08,0.702149
2011-07-11,0.711440
2011-07-12,0.715564
2011-07-13,0.710581
2011-07-14,0.704126
2011-07-15,0.706914
2011-07-18,0.711997
2011-07-19,0.706215
2011-07-20,0.703878
2011-07-21,0.703136
2011-07-22,0.694879
2011-07-25,0.695410
2011-07-26,0.691037
2011-07-27,0.692233
2011-07-28,0.701262
2011-07-29,0.701262
2011-08-01,0.693722
2011-08-02,0.705716
2011-08-03,0.699301
2011-08-04,0.702790
2011-08-05,0.706464
2011-08-08,0.702988
2011-08-09,0.700918
2011-08-10,0.696040
2011-08-11,0.707064
2011-08-12,0.701754
2011-08-15,0.698861
2011-08-16,0.696379
2011-08-17,0.690751
2011-08-18,0.695943
2011-08-19,0.695169
2011-08-22,0.693818
2011-08-23,0.691467
2011-08-24,0.692857
2011-08-25,0.693289
2011-08-26,0.694348
2011-08-29,0.690274
2011-08-30,0.694348
2011-08-31,0.692042
2011-09-01,0.700035
2011-09-02,0.701508
2011-09-05,0.707914
2011-09-06,0.709270
2011-09-07,0.712454
2011-09-08,0.712048
2011-09-09,0.723746
2011-09-12,0.732279
2011-09-13,0.732869
2011-09-14,0.728385
2011-09-15,0.724900
2011-09-16,0.726744
2011-09-19,0.733084
2011-09-20,0.729395
2011-09-21,0.733353
2011-09-22,0.743605
2011-09-23,0.744602
2011-09-26,0.740741
2011-09-27,0.736431
2011-09-28,0.733622
2011-09-29,0.734484
2011-09-30,0.740576
2011-10-03,0.750356
2011-10-04,0.758668
2011-10-05,0.749794
2011-10-06,0.753636
2011-10-07,0.744380
2011-10-10,0.735673
2011-10-11,0.734916
2011-10-12,0.726427
2011-10-13,0.728491
2011-10-14,0.724270
2011-10-17,0.725900
2011-10-18,0.731208
2011-10-19,0.723170
2011-10-20,0.724270
2011-10-21,0.724743
2011-10-24,0.721709
2011-10-25,0.718494
2011-10-26,0.718030
2011-10-27,0.712352
2011-10-28,0.706215
2011-10-31,0.714235
2011-11-01,0.733837
2011-11-02,0.724165
2011-11-03,0.726058
2011-11-04,0.726058
2011-11-07,0.727696
2011-11-08,0.725268
2011-11-09,0.733514
2011-11-10,0.734430
2011-11-11,0.732601
2011-11-14,0.732118
2011-11-15,0.738989
2011-11-16,0.741620
2011-11-17,0.741840
2011-11-18,0.736594
2011-11-21,0.743052
2011-11-22,0.738825
2011-11-23,0.746993
2011-11-24,0.747775
2011-11-25,0.755915
2011-11-28,0.749176
2011-11-29,0.749850
2011-11-30,0.745268
2011-12-01,0.741180
2011-12-02,0.740138
2011-12-05,0.743937
2011-12-06,0.746603
2011-12-07,0.747552
2011-12-08,0.745712
2011-12-09,0.747161
2011-12-12,0.754660
2011-12-13,0.758668
2011-12-14,0.769645
2011-12-15,0.768108
2011-12-16,0.765462
2011-12-19,0.766930
2011-12-20,0.764877
2011-12-21,0.766049
2011-12-22,0.766460
2011-12-23,0.765873
2011-12-27,0.765169
2011-12-28,0.764877
2011-12-29,0.775855
2011-12-30,0.772857
2012-01-02,0.773096
2012-01-03,0.768403
2012-01-04,0.772320
2012-01-05,0.779302
2012-01-06,0.782718
2012-01-09,0.785669
2012-01-10,0.780762
2012-01-11,0.786287
2012-01-12,0.785176
2012-01-13,0.783024
2012-01-16,0.789328
2012-01-17,0.781861
2012-01-18,0.779362
2012-01-19,0.774533
2012-01-20,0.775074
2012-01-23,0.768226
2012-01-24,0.769053
2012-01-25,0.772678
2012-01-26,0.760746
2012-01-27,0.760746
2012-01-30,0.762777
2012-01-31,0.758956
2012-02-01,0.759013
2012-02-02,0.763709
2012-02-03,0.759878
2012-02-06,0.766754
2012-02-07,0.762602
2012-02-08,0.753352
2012-02-09,0.752559
2012-02-10,0.758208
2012-02-13,0.754489
2012-02-14,0.759359
2012-02-15,0.763825
2012-02-16,0.770297
2012-02-17,0.759936
2012-02-20,0.753807
2012-02-21,0.756315
2012-02-22,0.755858
2012-02-23,0.751880
2012-02-24,0.745601
2012-02-27,0.746938
2012-02-28,0.743273
2012-02-29,0.743882
2012-03-01,0.751202
2012-03-02,0.756601
2012-03-05,0.756430
2012-03-06,0.760283
2012-03-07,0.762195
2012-03-08,0.755173
2012-03-09,0.758093
2012-03-12,0.762253
2012-03-13,0.765873
2012-03-14,0.765580
2012-03-15,0.765873
2012-03-16,0.762428
2012-03-19,0.760456
2012-03-20,0.757691
2012-03-21,0.756144
2012-03-22,0.759474
2012-03-23,0.755173
2012-03-26,0.753239
2012-03-27,0.750019
2012-03-28,0.749794
2012-03-29,0.753466
2012-03-30,0.748727
2012-04-02,0.750807
2012-04-03,0.751033
2012-04-04,0.760919
2012-04-05,0.765228
2012-04-10,0.762544
2012-04-11,0.761557
2012-04-12,0.760283
2012-04-13,0.760572
2012-04-16,0.767813
2012-04-17,0.761499
2012-04-18,0.763767
2012-04-19,0.764175
2012-04-20,0.758035
2012-04-23,0.761557
2012-04-24,0.759821
2012-04-25,0.757232
2012-04-26,0.756716
2012-04-27,0.755915
2012-04-30,0.756773
2012-05-02,0.761557
2012-05-03,0.762021
2012-05-04,0.761499
2012-05-07,0.767283
2012-05-08,0.767754
2012-05-09,0.772201
2012-05-10,0.771545
2012-05-11,0.772559
2012-05-14,0.777424
2012-05-15,0.778634
2012-05-16,0.785053
2012-05-17,0.788519
2012-05-18,0.786102
2012-05-21,0.784314
2012-05-22,0.783208
2012-05-23,0.789952
2012-05-24,0.796369
2012-05-25,0.797067
2012-05-28,0.795798
2012-05-29,0.798531
2012-05-30,0.803988
2012-05-31,0.806257
2012-06-01,0.811557
2012-06-04,0.804052
2012-06-05,0.804570
2012-06-06,0.800961
2012-06-07,0.793966
2012-06-08,0.802053
2012-06-11,0.797194
2012-06-12,0.800512
2012-06-13,0.797830
2012-06-14,0.796749
2012-06-15,0.793903
2012-06-18,0.792519
2012-06-19,0.792456
2012-06-20,0.787154
2012-06-21,0.789266
2012-06-22,0.797512
2012-06-25,0.800769
2012-06-26,0.801603
2012-06-27,0.801410
2012-06-28,0.805283
2012-06-29,0.794281
2012-07-02,0.794092
2012-07-03,0.795229
2012-07-04,0.796178
2012-07-05,0.804764
2012-07-06,0.807950
2012-07-09,0.813471
2012-07-10,0.814001
2012-07-11,0.815661
2012-07-12,0.821153
2012-07-13,0.820681
2012-07-16,0.821220
2012-07-17,0.814266
2012-07-18,0.817394
2012-07-19,0.813868
2012-07-20,0.819672
2012-07-23,0.826105
2012-07-24,0.827198
2012-07-25,0.824131
2012-07-26,0.815661
2012-07-27,0.811886
2012-07-30,0.816593
2012-07-31,0.814067
2012-08-01,0.813140
2012-08-02,0.809979
2012-08-03,0.816660
2012-08-06,0.807820
2012-08-07,0.804117
2012-08-08,0.810636
2012-08-09,0.812942
2012-08-10,0.815528
2012-08-13,0.810438
2012-08-14,0.809585
2012-08-15,0.814598
2012-08-16,0.814399
2012-08-17,0.810570
2012-08-20,0.813008
2012-08-21,0.804635
2012-08-22,0.803342
2012-08-23,0.796686
2012-08-24,0.799552
2012-08-27,0.798085
2012-08-28,0.796940
2012-08-29,0.797130
2012-08-30,0.797194
2012-08-31,0.792959
2012-09-03,0.795672
2012-09-04,0.794976
2012-09-05,0.795039
2012-09-06,0.791264
2012-09-07,0.787030
2012-09-10,0.782718
2012-09-11,0.782044
2012-09-12,0.775434
2012-09-13,0.774593
2012-09-14,0.763650
2012-09-17,0.764175
2012-09-18,0.766049
2012-09-19,0.769112
2012-09-20,0.771962
2012-09-21,0.769941
2012-09-24,0.774234
2012-09-25,0.773276
2012-09-26,0.778513
2012-09-27,0.776759
2012-09-28,0.773395
2012-10-01,0.776578
2012-10-02,0.773395
2012-10-03,0.774954
2012-10-04,0.772141
2012-10-05,0.769112
2012-10-08,0.771724
2012-10-09,0.772022
2012-10-10,0.775855
2012-10-11,0.774114
2012-10-12,0.771010
2012-10-15,0.770951
2012-10-16,0.766518
2012-10-17,0.762195
2012-10-18,0.762311
2012-10-19,0.767165
2012-10-22,0.765521
2012-10-23,0.768935
2012-10-24,0.772678
2012-10-25,0.769645
2012-10-26,0.774713
2012-10-29,0.775314
2012-10-30,0.771486
2012-10-31,0.769645
2012-11-01,0.770713
2012-11-02,0.778210
2012-11-05,0.782656
2012-11-06,0.781250
2012-11-07,0.784560
2012-11-08,0.785176
2012-11-09,0.787774
2012-11-12,0.785238
2012-11-13,0.787650
2012-11-14,0.785793
2012-11-15,0.783945
2012-11-16,0.784621
2012-11-19,0.783576
2012-11-20,0.780701
2012-11-21,0.780945
2012-11-22,0.775615
2012-11-23,0.774653
2012-11-26,0.771367
2012-11-27,0.771545
2012-11-28,0.775735
2012-11-29,0.769586
2012-11-30,0.770060
2012-12-03,0.765873
2012-12-04,0.763825
2012-12-05,0.765404
2012-12-06,0.764994
2012-12-07,0.774893
2012-12-10,0.773395
2012-12-11,0.769645
2012-12-12,0.766871
2012-12-13,0.764701
2012-12-14,0.764468
2012-12-17,0.759878
2012-12-18,0.758840
2012-12-19,0.751767
2012-12-20,0.754945
2012-12-21,0.757060
2012-12-24,0.756544
2012-12-27,0.753807
2012-12-28,0.758553
2012-12-31,0.757920
2013-01-02,0.754034
2013-01-03,0.763242
2013-01-04,0.768521
2013-01-07,0.766930
2013-01-08,0.764175
2013-01-09,0.765931
2013-01-10,0.762602
2013-01-11,0.753352
2013-01-14,0.749569
2013-01-15,0.750356
2013-01-16,0.753182
2013-01-17,0.748055
2013-01-18,0.750525
2013-01-21,0.750582
2013-01-22,0.750920
2013-01-23,0.750188
2013-01-24,0.749120
2013-01-25,0.742446
2013-01-28,0.743826
2013-01-29,0.744435
2013-01-30,0.738498
2013-01-31,0.738007
2013-02-01,0.732923
2013-02-04,0.737898
2013-02-05,0.738716
2013-02-06,0.739809
2013-02-07,0.738225
2013-02-08,0.747719
2013-02-11,0.746770
2013-02-12,0.744158
2013-02-13,0.741840
2013-02-14,0.750356
2013-02-15,0.750469
2013-02-18,0.748951
2013-02-19,0.749120
2013-02-20,0.747943
2013-02-21,0.758380
2013-02-22,0.758380
2013-02-25,0.751654
2013-02-26,0.764701
2013-02-27,0.763534
2013-02-28,0.761673
2013-03-01,0.769231
2013-03-04,0.768817
2013-03-05,0.767224
2013-03-06,0.767165
2013-03-07,0.768640
2013-03-08,0.763942
2013-03-11,0.769586
2013-03-12,0.766107
2013-03-13,0.770357
2013-03-14,0.772977
2013-03-15,0.764175
2013-03-18,0.773455
2013-03-19,0.772559
2013-03-20,0.772499
2013-03-21,0.774593
2013-03-22,0.772320
2013-03-25,0.773096
2013-03-26,0.777545
2013-03-27,0.783208
2013-03-28,0.780945
2013-04-02,0.778816
2013-04-03,0.779545
2013-04-04,0.780153
2013-04-05,0.772559
2013-04-08,0.767872
2013-04-09,0.766871
2013-04-10,0.764175
2013-04-11,0.762253
2013-04-12,0.766166
2013-04-15,0.764468
2013-04-16,0.761673
2013-04-17,0.761673
2013-04-18,0.766577
2013-04-19,0.762486
2013-04-22,0.767048
2013-04-23,0.769823
2013-04-24,0.768876
2013-04-25,0.764526
2013-04-26,0.769290
2013-04-29,0.762602
2013-04-30,0.764994
2013-05-02,0.758093
2013-05-03,0.762544
2013-05-06,0.762951
2013-05-07,0.762951
2013-05-08,0.761325
2013-05-09,0.760919
2013-05-10,0.769941
